order_id,customer_id,order date,Item_name,sales,quantity,discount,profit,"Current Month Sales
","
Previous Month Sales
","Sales Variance
",Growth %,month,Region
1588,U7542,09-08-2015,Koshary,10.65,3,0%,5.01,0,0,0.00,0%,Aug-2015,West
1589,U9462,09-08-2015,Shawarma,247.8,4,0%,34.69,0,0,0.00,0%,Aug-2015,West
1590,U9747,12-05-2016,Sushi,10.96,4,0%,2.96,0,0,0.00,0%,May-2016,South
1591,U5975,15-04-2016,Sandwich,33.49,7,20%,5.86,0,0,0.00,0%,Apr-2016,South
1592,U9500,15-04-2016,Sandwich,8.04,5,20%,2.91,0,0,0.00,0%,Apr-2016,South
1593,U7433,23-06-2015,Sandwich,201.57,4,20%,22.68,0,0,0.00,0%,Jun-2015,South
1594,U9759,19-10-2014,Koshary,13.44,3,0%,6.59,0,0,0.00,0%,Oct-2014,South
1595,U4689,24-03-2015,Fried Chicken,359.06,3,30%,-35.91,0,0,0.00,0%,Mar-2015,South
1596,U6552,08-05-2017,Shawarma,47.99,2,30%,-2.06,0,0,0.00,0%,May-2017,East
1597,U4173,16-10-2017,Pasta,547.3,13,0%,175.14,0,0,0.00,0%,Oct-2017,Central
1598,U8940,19-11-2017,Sushi,16.9,4,20%,5.28,0,0,0.00,0%,Nov-2017,East
1599,U9712,19-11-2017,Burger,6.67,1,20%,0.5,0,0,0.00,0%,Nov-2017,West
1600,U1213,19-11-2017,Sandwich,99.14,4,20%,8.67,0,0,0.00,0%,Nov-2017,East
1602,U3090,08-05-2016,Sandwich,211.96,2,0%,42.39,0,0,0.00,0%,May-2016,Central
1603,U4345,11-12-2016,Burger,6.67,3,20%,1.67,6.67,0,6.67,0%,Dec-2016,Central
1604,U7992,30-11-2017,Sushi,155.94,6,0%,45.22,0,0,0.00,0%,Nov-2017,East
1606,U7241,19-04-2016,Pizza,5.46,3,0%,1.53,0,0,0.00,0%,Apr-2016,West
1607,U8772,19-04-2016,Pizza,73.2,5,0%,21.23,0,0,0.00,0%,Apr-2016,West
1608,U5766,19-04-2016,Shawarma,5.84,1,20%,1.97,0,0,0.00,0%,Apr-2016,South
1609,U7841,19-04-2016,Fried Chicken,22.72,4,0%,10.22,0,0,0.00,0%,Apr-2016,Central
1610,U4735,19-04-2016,Sandwich,9.34,3,20%,3.27,0,0,0.00,0%,Apr-2016,Central
1611,U1354,26-05-2014,Sushi,290.67,2,15%,27.36,0,0,0.00,0%,May-2014,Central
1612,U6681,26-05-2014,Sushi,201.58,2,20%,20.16,0,0,0.00,0%,May-2014,East
1614,U1431,21-12-2017,Burger,1000.02,7,0%,290.01,0,0,0.00,0%,Dec-2017,West
1615,U1103,15-03-2016,Pizza,83.98,3,20%,-13.65,0,0,0.00,0%,Mar-2016,Central
1618,U4305,10-08-2015,Pizza,29.79,3,0%,12.51,0,0,0.00,0%,Aug-2015,East
1619,U8527,10-09-2016,Pizza,59.48,2,0%,8.92,0,0,0.00,0%,Sep-2016,East
1620,U3435,10-09-2016,Fried Chicken,6.69,1,0%,3.08,0,0,0.00,0%,Sep-2016,East
1621,U1349,08-07-2017,Pizza,198.46,2,0%,99.23,0,0,0.00,0%,Jul-2017,South
1622,U2671,08-07-2017,Salad,786.48,8,0%,385.38,0,0,0.00,0%,Jul-2017,West
1623,U5937,08-07-2017,Sushi,23.17,2,20%,7.82,0,0,0.00,0%,Jul-2017,West
1624,U1272,08-07-2017,Sushi,50,2,0%,10.5,0,0,0.00,0%,Jul-2017,West
1625,U8909,19-12-2015,Fried Chicken,675.96,5,20%,84.5,0,0,0.00,0%,Dec-2015,West
1626,U3516,19-12-2015,Shawarma,1265.85,3,0%,556.97,0,0,0.00,0%,Dec-2015,South
1627,U4098,16-11-2015,Sandwich,523.25,5,0%,141.28,0,0,0.00,0%,Nov-2015,South
1628,U8784,24-09-2015,Sushi,517.5,6,0%,155.25,0,0,0.00,0%,Sep-2015,West
1629,U2940,21-06-2017,Pizza,17.92,5,20%,2.46,0,0,0.00,0%,Jun-2017,East
1630,U4748,21-06-2017,Sandwich,41.26,6,70%,-34.38,0,0,0.00,0%,Jun-2017,West
1631,U4315,08-05-2016,Salad,1006.06,3,20%,88.03,0,0,0.00,0%,May-2016,West
1632,U7025,08-05-2016,Sandwich,10.69,2,20%,3.74,0,0,0.00,0%,May-2016,West
1633,U4396,08-05-2016,Salad,10.37,2,20%,3.63,0,0,0.00,0%,May-2016,East
1634,U1790,08-05-2016,Sandwich,25.12,2,20%,1.57,0,0,0.00,0%,May-2016,East
1635,U5492,08-05-2016,Salad,58.11,2,20%,7.26,0,0,0.00,0%,May-2016,East
1636,U6962,26-11-2014,Shawarma,15.55,3,20%,5.44,0,0,0.00,0%,Nov-2014,East
1637,U8045,26-11-2014,Salad,669.08,5,20%,-167.27,0,0,0.00,0%,Nov-2014,West
1640,U7701,26-05-2016,Burger,9.64,2,0%,4.43,0,0,0.00,0%,May-2016,South
1641,U7318,26-05-2016,Pizza,12.7,2,0%,5.84,0,0,0.00,0%,May-2016,Central
1642,U1951,26-05-2016,Koshary,41.37,3,0%,17.38,0,0,0.00,0%,May-2016,Central
1644,U1470,19-03-2015,Koshary,1247.64,3,0%,349.34,0,0,0.00,0%,Mar-2015,Central
1645,U6931,19-03-2015,Burger,3149.93,7,0%,1480.47,0,0,0.00,0%,Mar-2015,West
1646,U7597,19-03-2015,Sushi,209.7,2,0%,100.66,0,0,0.00,0%,Mar-2015,Central
1647,U8436,01-11-2015,Sushi,35.36,2,20%,-3.09,0,0,0.00,0%,Nov-2015,Central
1648,U6776,01-11-2015,Pasta,3.17,2,20%,-0.71,0,0,0.00,0%,Nov-2015,Central
1649,U7063,26-09-2015,Salad,121.1,6,70%,-100.92,0,0,0.00,0%,Sep-2015,West
1650,U7228,26-09-2015,Salad,45.89,1,40%,-9.18,0,0,0.00,0%,Sep-2015,West
1651,U3854,29-08-2014,Pasta,109.92,2,0%,53.86,0,0,0.00,0%,Aug-2014,West
1652,U4969,29-08-2014,Burger,13.36,2,0%,6.41,0,0,0.00,0%,Aug-2014,West
1653,U1128,18-11-2017,Burger,169.68,6,0%,45.81,0,0,0.00,0%,Nov-2017,East
1654,U4259,18-11-2017,Burger,132.52,4,0%,54.33,0,0,0.00,0%,Nov-2017,South
1655,U4289,18-11-2017,Burger,2.96,2,0%,1.42,0,0,0.00,0%,Nov-2017,Central
1657,U6980,18-11-2017,Fried Chicken,95.94,3,0%,9.59,0,0,0.00,0%,Nov-2017,West
1658,U6176,12-05-2014,Burger,34.79,7,0%,10.78,0,0,0.00,0%,May-2014,West
1659,U8302,20-01-2017,Sandwich,160.78,3,20%,10.05,0,0,0.00,0%,Jan-2017,West
1661,U5763,30-10-2017,Burger,13.9,2,20%,5.21,0,0,0.00,0%,Oct-2017,Central
1662,U1452,30-04-2017,Sushi,677.58,5,40%,-158.1,0,0,0.00,0%,Apr-2017,Central
1664,U2890,24-11-2016,Pasta,41.92,5,20%,3.67,0,41.92,-41.92,-10000%,Nov-2016,Central
1665,U3457,24-11-2016,Fried Chicken,297.58,3,20%,-7.44,0,297.58,-297.58,-10000%,Nov-2016,East
1666,U6317,24-11-2016,Burger,4.34,3,20%,0.87,0,4.34,-4.34,-10000%,Nov-2016,West
1667,U7181,24-11-2016,Koshary,94.99,2,20%,-2.37,0,94.99,-94.99,-10000%,Nov-2016,West
1668,U4445,24-11-2016,Burger,74.35,3,20%,23.24,0,74.35,-74.35,-10000%,Nov-2016,West
1669,U3252,24-11-2016,Shawarma,14.04,3,20%,1.58,0,14.04,-14.04,-10000%,Nov-2016,West
1670,U9497,10-01-2015,Koshary,1018.1,4,40%,-373.3,0,0,0.00,0%,Jan-2015,Central
1671,U2884,19-10-2017,Burger,16.68,3,20%,5.21,0,0,0.00,0%,Oct-2017,West
1672,U3694,22-03-2016,Fried Chicken,58.58,2,0%,19.33,0,0,0.00,0%,Mar-2016,West
1673,U2343,03-07-2017,Fried Chicken,167.97,4,20%,62.99,0,0,0.00,0%,Jul-2017,West
1675,U8498,17-09-2015,Burger,21.94,2,60%,-10.42,0,0,0.00,0%,Sep-2015,West
1676,U5048,17-09-2015,Koshary,6.59,3,80%,-10.21,0,0,0.00,0%,Sep-2015,West
1677,U4237,18-05-2016,Pasta,104.28,3,0%,26.07,0,0,0.00,0%,May-2016,East
1679,U3002,07-09-2014,Sushi,64.78,1,20%,-14.58,0,0,0.00,0%,Sep-2014,East
1680,U6901,07-09-2014,Sushi,32.38,3,40%,4.32,0,0,0.00,0%,Sep-2014,East
1681,U4196,07-09-2014,Sushi,42.37,2,20%,8.47,0,0,0.00,0%,Sep-2014,East
1682,U5854,07-09-2014,Sandwich,399.54,4,70%,-559.36,0,0,0.00,0%,Sep-2014,South
1683,U8693,29-09-2016,Sandwich,18.97,1,0%,9.11,0,0,0.00,0%,Sep-2016,West
1684,U7697,07-11-2016,Shawarma,14.82,3,0%,6.22,0,14.82,-14.82,-10000%,Nov-2016,West
1685,U7663,24-04-2017,Sandwich,99.28,2,20%,12.41,0,0,0.00,0%,Apr-2017,East
1686,U7168,24-04-2017,Burger,1.19,2,70%,-0.99,0,0,0.00,0%,Apr-2017,West
1687,U5425,24-04-2017,Koshary,7.52,2,70%,-5.76,0,0,0.00,0%,Apr-2017,East
1688,U8091,10-12-2017,Pizza,10.37,2,20%,3.63,0,0,0.00,0%,Dec-2017,East
1689,U7684,10-12-2017,Koshary,310.88,2,20%,23.32,0,0,0.00,0%,Dec-2017,East
1690,U8803,16-08-2014,Koshary,853.09,6,40%,-227.49,0,0,0.00,0%,Aug-2014,East
1691,U4213,09-12-2017,Burger,33.45,5,0%,15.39,0,0,0.00,0%,Dec-2017,East
1692,U7941,09-12-2017,Salad,10.4,5,0%,5.1,0,0,0.00,0%,Dec-2017,East
1693,U6411,14-03-2016,Burger,21.88,5,20%,6.29,0,0,0.00,0%,Mar-2016,East
1694,U5421,26-06-2016,Koshary,13.62,2,20%,3.57,0,0,0.00,0%,Jun-2016,East
1695,U8434,25-09-2015,Fried Chicken,63.96,4,0%,19.83,0,0,0.00,0%,Sep-2015,West
1696,U8417,25-09-2015,Pizza,14.46,3,0%,7.09,0,0,0.00,0%,Sep-2015,West
1697,U1613,25-09-2015,Burger,104.98,2,0%,52.49,0,0,0.00,0%,Sep-2015,East
1698,U1754,27-12-2015,Sandwich,106.96,2,0%,31.02,0,0,0.00,0%,Dec-2015,Central
1699,U2330,27-12-2015,Pizza,21.56,7,0%,10.35,0,0,0.00,0%,Dec-2015,Central
1700,U8204,03-06-2014,Pasta,515.88,6,0%,113.49,0,0,0.00,0%,Jun-2014,Central
1701,U4960,13-07-2015,Sandwich,11.81,2,20%,4.28,0,0,0.00,0%,Jul-2015,East
1702,U5063,13-07-2015,Salad,1931.04,9,10%,321.84,0,0,0.00,0%,Jul-2015,Central
1703,U3257,13-07-2015,Fried Chicken,9.96,2,0%,4.68,0,0,0.00,0%,Jul-2015,West
1704,U1738,02-02-2014,Sandwich,12.35,5,0%,5.8,0,0,0.00,0%,Feb-2014,Central
1705,U1854,08-03-2016,Burger,9.7,3,70%,-7.11,0,0,0.00,0%,Mar-2016,South
1706,U2362,22-11-2015,Koshary,11.61,2,70%,-9.29,0,0,0.00,0%,Nov-2015,West
1708,U3875,30-10-2017,Pizza,148.48,2,20%,16.7,0,0,0.00,0%,Oct-2017,East
1709,U9003,30-10-2017,Salad,7.42,2,0%,3.71,0,0,0.00,0%,Oct-2017,East
1710,U1049,30-10-2017,Sandwich,71.99,1,20%,-0.9,0,0,0.00,0%,Oct-2017,East
1711,U9391,30-10-2017,Koshary,19.9,5,0%,6.57,0,0,0.00,0%,Oct-2017,West
1713,U5008,30-01-2015,Burger,14.3,6,20%,5.01,0,0,0.00,0%,Jan-2015,West
1714,U2524,08-09-2017,Koshary,765.63,7,50%,-566.56,0,0,0.00,0%,Sep-2017,West
1715,U3420,07-10-2017,Burger,307.67,2,15%,-14.48,0,0,0.00,0%,Oct-2017,West
1717,U9015,19-05-2016,Burger,242.9,5,0%,70.44,0,0,0.00,0%,May-2016,East
1718,U2845,19-05-2016,Pizza,454.9,5,0%,0,0,0,0.00,0%,May-2016,East
1720,U6257,19-05-2016,Koshary,39.76,8,0%,12.33,0,0,0.00,0%,May-2016,South
1721,U6032,19-05-2016,Burger,47.74,4,20%,14.92,0,0,0.00,0%,May-2016,West
1722,U5989,20-12-2015,Salad,159.98,2,20%,12,0,0,0.00,0%,Dec-2015,Central
1723,U5926,20-12-2015,Sandwich,255.97,4,20%,51.19,0,0,0.00,0%,Dec-2015,Central
1724,U1127,20-12-2015,Salad,359.06,3,30%,-71.81,0,0,0.00,0%,Dec-2015,West
1725,U2489,19-12-2015,Koshary,434.35,3,20%,43.44,0,0,0.00,0%,Dec-2015,South
1726,U7123,19-12-2015,Sushi,3.55,2,20%,0.44,0,0,0.00,0%,Dec-2015,West
1727,U6189,19-12-2015,Sandwich,88.83,4,20%,7.77,0,0,0.00,0%,Dec-2015,West
1728,U5307,29-04-2017,Pasta,1048.35,5,40%,-69.89,0,0,0.00,0%,Apr-2017,West
1729,U3869,07-02-2016,Koshary,100,4,0%,21,0,0,0.00,0%,Feb-2016,West
1730,U8440,07-02-2016,Burger,7.83,3,0%,3.6,0,0,0.00,0%,Feb-2016,Central
1731,U5442,28-09-2014,Pasta,96.26,8,20%,31.28,0,0,0.00,0%,Sep-2014,Central
1734,U8098,10-07-2016,Koshary,154.24,4,20%,17.35,0,0,0.00,0%,Jul-2016,Central
1735,U6267,29-07-2017,Sandwich,34.85,2,20%,6.53,0,0,0.00,0%,Jul-2017,South
1736,U6883,29-07-2017,Salad,22,5,20%,1.38,0,0,0.00,0%,Jul-2017,East
1738,U2279,03-09-2015,Salad,31.44,3,0%,8.49,0,0,0.00,0%,Sep-2015,East
1740,U4260,03-09-2015,Sushi,129.45,5,0%,46.6,0,0,0.00,0%,Sep-2015,East
1741,U1587,09-08-2014,Fried Chicken,20.88,8,0%,9.6,0,0,0.00,0%,Aug-2014,East
1742,U6148,30-10-2017,Salad,20.74,4,20%,7.26,0,0,0.00,0%,Oct-2017,East
1743,U3946,30-10-2017,Shawarma,7.17,2,20%,0.99,0,0,0.00,0%,Oct-2017,East
1744,U1878,30-10-2017,Shawarma,11.17,2,20%,-2.51,0,0,0.00,0%,Oct-2017,East
1745,U9099,30-10-2017,Salad,442.4,7,20%,-55.3,0,0,0.00,0%,Oct-2017,East
1747,U5469,13-08-2016,Pasta,11.23,8,70%,-8.24,0,0,0.00,0%,Aug-2016,East
1748,U9635,13-08-2016,Salad,10.27,3,20%,3.21,0,0,0.00,0%,Aug-2016,East
1749,U7583,25-04-2014,Salad,10.37,2,20%,3.63,0,0,0.00,0%,Apr-2014,East
1750,U9715,25-04-2014,Salad,6.24,3,20%,0.55,0,0,0.00,0%,Apr-2014,South
1752,U1071,14-10-2017,Pasta,9.46,2,0%,3.69,0,0,0.00,0%,Oct-2017,Central
1753,U2189,02-12-2017,Fried Chicken,559.62,9,0%,151.1,0,0,0.00,0%,Dec-2017,Central
1754,U6386,02-12-2017,Sushi,109.92,2,0%,53.86,0,0,0.00,0%,Dec-2017,West
1755,U4546,02-12-2017,Shawarma,8.56,2,0%,3.85,0,0,0.00,0%,Dec-2017,West
1756,U7075,08-12-2015,Pizza,360.71,11,20%,130.76,0,0,0.00,0%,Dec-2015,Central
1757,U1537,08-12-2015,Burger,1718.4,6,20%,150.36,0,0,0.00,0%,Dec-2015,East
1758,U1493,13-07-2015,Pasta,41.57,6,80%,-66.51,0,0,0.00,0%,Jul-2015,East
1759,U2639,11-05-2014,Pizza,46.86,2,20%,7.62,0,0,0.00,0%,May-2014,Central
1760,U4158,05-01-2014,Sushi,19.54,3,20%,4.88,0,0,0.00,0%,Jan-2014,Central
1761,U5347,05-09-2015,Sushi,411.33,4,15%,-4.84,0,0,0.00,0%,Sep-2015,Central
1762,U9416,05-09-2015,Sushi,28.75,6,20%,9.7,0,0,0.00,0%,Sep-2015,Central
1763,U7201,05-09-2015,Salad,293.2,3,15%,-20.7,0,0,0.00,0%,Sep-2015,East
1764,U5629,04-08-2016,Burger,35.06,2,0%,10.52,0,0,0.00,0%,Aug-2016,South
1765,U3505,04-08-2016,Sandwich,4.13,1,0%,1.9,0,0,0.00,0%,Aug-2016,East
1766,U6322,04-08-2016,Koshary,109.8,9,0%,46.12,0,0,0.00,0%,Aug-2016,West
1767,U4718,04-08-2016,Pasta,9.82,2,0%,4.81,0,0,0.00,0%,Aug-2016,West
1768,U9554,22-03-2014,Shawarma,7.64,4,70%,-5.86,0,0,0.00,0%,Mar-2014,West
1769,U8679,22-03-2014,Sandwich,51.47,5,70%,-39.46,0,0,0.00,0%,Mar-2014,West
1770,U8894,02-03-2017,Koshary,6.98,4,20%,-1.4,0,0,0.00,0%,Mar-2017,West
1771,U5711,02-03-2017,Pizza,12.22,7,80%,-20.17,0,0,0.00,0%,Mar-2017,West
1773,U7178,27-11-2016,Sushi,62.4,6,20%,19.5,0,62.4,-62.40,-10000%,Nov-2016,West
1774,U6074,28-04-2014,Shawarma,20.86,2,0%,9.39,0,0,0.00,0%,Apr-2014,West
1776,U7994,28-04-2014,Fried Chicken,5.34,2,0%,1.5,0,0,0.00,0%,Apr-2014,West
1777,U6801,28-04-2014,Koshary,3.15,1,0%,1.51,0,0,0.00,0%,Apr-2014,West
1778,U8583,24-11-2015,Shawarma,368.91,9,0%,180.77,0,0,0.00,0%,Nov-2015,East
1779,U4747,24-11-2015,Burger,14.7,5,0%,6.62,0,0,0.00,0%,Nov-2015,Central
1780,U7534,11-11-2016,Pizza,59.97,3,0%,14.99,0,59.97,-59.97,-10000%,Nov-2016,Central
1781,U1117,11-11-2016,Burger,83.36,1,0%,20.84,0,83.36,-83.36,-10000%,Nov-2016,Central
1782,U6392,09-07-2015,Salad,6.58,2,0%,3.03,0,0,0.00,0%,Jul-2015,East
1784,U5197,22-09-2017,Pizza,219.84,4,0%,107.72,0,0,0.00,0%,Sep-2017,East
1785,U3526,22-09-2017,Koshary,98.16,6,0%,9.82,0,0,0.00,0%,Sep-2017,West
1786,U3216,22-09-2017,Fried Chicken,33.04,8,0%,15.53,0,0,0.00,0%,Sep-2017,West
1787,U5564,22-09-2017,Sandwich,86.97,3,0%,25.22,0,0,0.00,0%,Sep-2017,West
1788,U2974,15-02-2015,Pizza,134.97,3,0%,64.79,0,0,0.00,0%,Feb-2015,West
1789,U6370,15-02-2015,Salad,699.98,2,0%,195.99,0,0,0.00,0%,Feb-2015,West
1790,U2555,15-02-2015,Sushi,139.95,5,0%,26.59,0,0,0.00,0%,Feb-2015,West
1791,U3530,30-09-2014,Shawarma,48.94,1,0%,24.47,0,0,0.00,0%,Sep-2014,East
1792,U4700,01-12-2014,Salad,2807.84,8,0%,673.88,0,0,0.00,0%,Dec-2014,South
1793,U1041,01-12-2014,Shawarma,46.64,4,0%,12.59,0,0,0.00,0%,Dec-2014,East
1794,U6914,08-12-2014,Koshary,60.42,2,20%,6.04,0,0,0.00,0%,Dec-2014,East
1795,U7489,05-09-2016,Koshary,107.94,3,0%,26.99,0,0,0.00,0%,Sep-2016,East
1796,U1217,27-08-2017,Salad,63.84,8,0%,16.6,0,0,0.00,0%,Aug-2017,East
1797,U2509,27-08-2017,Koshary,347.97,3,0%,100.91,0,0,0.00,0%,Aug-2017,East
1798,U5571,27-08-2017,Fried Chicken,37.01,6,20%,11.57,0,0,0.00,0%,Aug-2017,East
1799,U2466,07-07-2016,Sushi,215.65,5,0%,73.32,0,0,0.00,0%,Jul-2016,East
1800,U8563,08-08-2016,Koshary,11.17,4,20%,3.63,0,0,0.00,0%,Aug-2016,West
1802,U2708,13-11-2016,Koshary,4.18,1,0%,1.5,0,4.18,-4.18,-10000%,Nov-2016,West
1803,U2608,22-09-2017,Pizza,5.61,1,70%,-4.3,0,0,0.00,0%,Sep-2017,West
1804,U8640,22-09-2017,Pasta,4663.74,7,20%,-1049.34,0,0,0.00,0%,Sep-2017,East
1805,U9745,22-09-2017,Salad,79.98,2,20%,23,0,0,0.00,0%,Sep-2017,East
1807,U9195,25-12-2016,Sushi,45.36,7,0%,21.77,45.36,0,45.36,0%,Dec-2016,East
1809,U7790,11-02-2016,Shawarma,69.93,7,0%,0.7,0,0,0.00,0%,Feb-2016,East
1810,U8202,23-10-2016,Koshary,16.16,7,60%,-12.12,0,0,0.00,0%,Oct-2016,Central
1811,U8453,23-10-2016,Sandwich,54.82,3,20%,17.82,0,0,0.00,0%,Oct-2016,West
1812,U7832,09-06-2014,Burger,1441.3,7,0%,245.02,0,0,0.00,0%,Jun-2014,West
1813,U1322,20-11-2017,Fried Chicken,77.6,5,20%,28.13,0,0,0.00,0%,Nov-2017,West
1814,U4737,20-11-2017,Shawarma,4.66,2,20%,1.57,0,0,0.00,0%,Nov-2017,East
1816,U3477,04-06-2015,Sushi,7.38,2,0%,3.47,0,0,0.00,0%,Jun-2015,East
1817,U7911,04-06-2015,Burger,9.26,2,0%,3.06,0,0,0.00,0%,Jun-2015,East
1819,U2882,25-05-2014,Shawarma,75.6,2,80%,-166.32,0,0,0.00,0%,May-2014,East
1820,U8514,25-05-2014,Sandwich,29.32,2,60%,-24.19,0,0,0.00,0%,May-2014,West
1821,U5922,16-02-2016,Pasta,92.06,6,80%,-225.56,0,0,0.00,0%,Feb-2016,West
1822,U7280,16-02-2016,Sushi,6.98,4,20%,1.83,0,0,0.00,0%,Feb-2016,West
1823,U6434,16-02-2016,Shawarma,62.96,3,30%,-2.7,0,0,0.00,0%,Feb-2016,West
1824,U7585,16-02-2016,Koshary,5.18,1,20%,1.81,0,0,0.00,0%,Feb-2016,West
1825,U1534,22-12-2016,Pasta,31.32,10,70%,-25.06,31.32,0,31.32,0%,Dec-2016,West
1828,U5428,08-02-2016,Salad,1127.98,3,20%,126.9,0,0,0.00,0%,Feb-2016,West
1829,U5423,13-07-2015,Pasta,38.88,6,0%,18.66,0,0,0.00,0%,Jul-2015,Central
1830,U5546,18-05-2014,Salad,779.8,2,40%,-168.96,0,0,0.00,0%,May-2014,West
1831,U3987,21-10-2017,Pizza,1439.92,8,0%,374.38,0,0,0.00,0%,Oct-2017,West
1832,U9458,21-10-2017,Sandwich,262.11,1,0%,62.91,0,0,0.00,0%,Oct-2017,West
1833,U7596,05-11-2015,Salad,207,3,20%,25.88,0,0,0.00,0%,Nov-2015,East
1834,U3145,01-08-2017,Sandwich,1439.98,3,40%,-264,0,0,0.00,0%,Aug-2017,East
1836,U5446,21-06-2014,Pasta,21.4,5,0%,6.21,0,0,0.00,0%,Jun-2014,Central
1837,U3249,19-02-2017,Salad,1245.86,7,0%,361.3,0,0,0.00,0%,Feb-2017,Central
1838,U1301,01-08-2014,Sandwich,17.54,3,20%,5.92,0,0,0.00,0%,Aug-2014,Central
1839,U7226,01-08-2014,Salad,44.13,4,20%,12.14,0,0,0.00,0%,Aug-2014,Central
1840,U7650,01-08-2014,Shawarma,62.92,1,20%,10.22,0,0,0.00,0%,Aug-2014,Central
1841,U9277,01-08-2014,Pizza,78.3,2,20%,29.36,0,0,0.00,0%,Aug-2014,Central
1842,U9261,18-07-2016,Sushi,140.81,1,0%,39.43,0,0,0.00,0%,Jul-2016,East
1843,U2737,09-02-2015,Burger,40.1,4,20%,13.53,0,0,0.00,0%,Feb-2015,Central
1844,U5243,09-02-2015,Shawarma,40.78,2,60%,-30.59,0,0,0.00,0%,Feb-2015,West
1845,U5363,29-07-2017,Pasta,90.57,3,0%,11.77,0,0,0.00,0%,Jul-2017,Central
1846,U1741,12-01-2017,Sushi,40.08,6,0%,19.24,0,0,0.00,0%,Jan-2017,South
1847,U8847,12-01-2017,Pasta,37.68,2,0%,15.83,0,0,0.00,0%,Jan-2017,Central
1848,U3982,10-09-2017,Shawarma,362.35,3,20%,27.18,0,0,0.00,0%,Sep-2017,Central
1849,U7715,10-09-2017,Pizza,7.18,2,20%,2.25,0,0,0.00,0%,Sep-2017,West
1850,U2449,20-07-2015,Pasta,34.76,1,0%,9.73,0,0,0.00,0%,Jul-2015,West
1851,U5116,20-07-2015,Salad,831.2,5,0%,124.68,0,0,0.00,0%,Jul-2015,East
1852,U3564,20-07-2015,Pizza,26.4,5,0%,11.88,0,0,0.00,0%,Jul-2015,East
1853,U7827,20-07-2015,Sushi,106.75,7,0%,49.11,0,0,0.00,0%,Jul-2015,East
1854,U6397,20-07-2015,Sushi,97.82,2,0%,45.98,0,0,0.00,0%,Jul-2015,East
1857,U4162,12-05-2017,Pizza,127.92,5,20%,-15.99,0,0,0.00,0%,May-2017,West
1859,U3805,03-09-2015,Pasta,137.62,2,0%,60.55,0,0,0.00,0%,Sep-2015,West
1860,U4502,03-09-2015,Burger,100.49,1,0%,25.12,0,0,0.00,0%,Sep-2015,East
1861,U8586,26-03-2017,Pasta,257.57,2,20%,-28.98,0,0,0.00,0%,Mar-2017,East
1863,U8917,12-11-2014,Shawarma,49.63,4,20%,4.96,0,0,0.00,0%,Nov-2014,East
1864,U4412,13-10-2016,Salad,727.45,5,50%,-465.57,0,0,0.00,0%,Oct-2016,East
1866,U3185,12-11-2017,Sushi,370.78,3,40%,-92.7,0,0,0.00,0%,Nov-2017,East
1867,U8131,15-04-2017,Pizza,196.45,5,0%,70.72,0,0,0.00,0%,Apr-2017,East
1869,U2843,25-06-2015,Pizza,78.26,2,20%,-17.61,0,0,0.00,0%,Jun-2015,Central
1870,U4808,26-08-2016,Pizza,6.48,1,0%,3.11,0,0,0.00,0%,Aug-2016,Central
1871,U1696,21-07-2014,Salad,99.2,5,0%,25.79,0,0,0.00,0%,Jul-2014,East
1872,U8656,21-07-2014,Fried Chicken,801.57,2,20%,50.1,0,0,0.00,0%,Jul-2014,Central
1873,U4450,21-07-2014,Pasta,272.85,1,20%,27.28,0,0,0.00,0%,Jul-2014,East
1874,U2899,21-11-2017,Pasta,70.98,1,0%,20.58,0,0,0.00,0%,Nov-2017,East
1875,U6131,04-06-2014,Salad,16.22,2,20%,5.88,0,0,0.00,0%,Jun-2014,East
1876,U8120,10-03-2016,Salad,176.78,1,20%,-22.1,0,0,0.00,0%,Mar-2016,West
1877,U3346,25-03-2017,Pizza,470.38,3,20%,47.04,0,0,0.00,0%,Mar-2017,West
1878,U5352,29-12-2017,Pizza,393.57,4,20%,-44.28,0,0,0.00,0%,Dec-2017,West
1879,U5991,29-12-2017,Shawarma,302.38,3,20%,22.68,0,0,0.00,0%,Dec-2017,East
1880,U8841,28-03-2017,Salad,68.74,9,70%,-48.12,0,0,0.00,0%,Mar-2017,East
1881,U4337,05-03-2015,Koshary,29.34,3,0%,14.67,0,0,0.00,0%,Mar-2015,East
1882,U3019,05-03-2015,Pasta,383.61,7,10%,63.93,0,0,0.00,0%,Mar-2015,West
1883,U1905,05-03-2015,Koshary,563.4,4,0%,67.61,0,0,0.00,0%,Mar-2015,West
1884,U1676,13-11-2016,Fried Chicken,217.06,7,20%,78.68,0,217.06,-217.06,-10000%,Nov-2016,East
1885,U7266,19-01-2017,Sushi,6,2,20%,2.1,0,0,0.00,0%,Jan-2017,West
1886,U1642,22-04-2016,Koshary,31.56,3,0%,10.41,0,0,0.00,0%,Apr-2016,West
1888,U7493,13-05-2014,Koshary,398.35,8,70%,-331.96,0,0,0.00,0%,May-2014,West
1889,U5357,21-10-2014,Pasta,121.79,4,20%,13.7,0,0,0.00,0%,Oct-2014,West
1890,U4981,21-10-2014,Burger,409.59,3,40%,-122.88,0,0,0.00,0%,Oct-2014,West
1891,U4595,14-03-2014,Sushi,10.56,2,0%,4.75,0,0,0.00,0%,Mar-2014,West
1892,U1695,14-03-2014,Fried Chicken,3.38,1,0%,1.25,0,0,0.00,0%,Mar-2014,Central
